query,closest_label,target_id,result_id,correct,rank,hit@1,hit@3,hit@5,time_sec_candidate_selection,time_sec_disambiguation
milkweed butterfly,showy milkweed,02279972-n,13235159-n,False,-1,False,False,False,0.02,0.0743
Danaus plexippus,Charadriidae,02279972-n,02023133-n,False,-1,False,False,False,0.0211,0.0648
cabbage butterfly,cabbage butterfly,02280649-n,02280649-n,True,1,True,True,True,0.0207,0.0676
sulphur butterfly,sulphur butterfly,02281406-n,02281406-n,True,1,True,True,True,0.0202,0.0497
sulfur butterfly,sulphur butterfly,02281406-n,02281406-n,True,1,True,True,True,0.0203,0.0168
lycaenid,lycaenid,02281787-n,02281787-n,True,1,True,True,True,0.0248,0.0594
lycaenid butterfly,lycaenid,02281787-n,02281787-n,True,1,True,True,True,0.022,0.0284
starfish,sand stargazer,02317335-n,02612167-n,False,3,False,True,True,0.021,0.0731
sea star,Asteroidea,02317335-n,02317212-n,False,-1,False,False,False,0.0204,0.0454
sea urchin,urchin,02319095-n,10741367-n,False,2,False,True,True,0.0206,0.0655
sea cucumber,sea cucumber,02321529-n,02321529-n,True,1,True,True,True,0.0212,0.0725
holothurian,Holothuria,02321529-n,02321903-n,False,-1,False,False,False,0.0212,0.063
wood rabbit,wood rabbit,02325366-n,02325366-n,True,1,True,True,True,0.0198,0.0698
cottontail,eastern cottontail,02325366-n,02325722-n,False,-1,False,False,False,0.0235,0.0695
cottontail rabbit,rabbit,02325366-n,02324045-n,False,-1,False,False,False,0.0212,0.0412
hare,hare,02326432-n,02326432-n,True,1,True,True,True,0.0203,0.053
Angora,Angora,02328150-n,02123478-n,False,3,False,True,True,0.023,0.0701
Angora rabbit,Angora,02328150-n,02328150-n,True,1,True,True,True,0.0216,0.0004
hamster,hamster,02342885-n,02342885-n,True,1,True,True,True,0.0201,0.0524
porcupine,Canada porcupine,02346627-n,02348173-n,False,2,False,True,True,0.028,0.2511
hedgehog,hedgehog,02346627-n,01893825-n,False,-1,False,False,False,0.0327,0.0681
fox squirrel,squirrel,02356798-n,02355227-n,False,3,False,True,True,0.0215,0.0488
eastern fox squirrel,eastern grey squirrel,02356798-n,02356381-n,False,3,False,True,True,0.0221,0.0511
Sciurus niger,Sciurus,02356798-n,02356108-n,False,-1,False,False,False,0.0198,0.0476
marmot,Marmota,02361337-n,02361222-n,False,2,False,True,True,0.0197,0.0667
beaver,beaver,02363005-n,02363005-n,True,1,True,True,True,0.0205,0.0634
guinea pig,guinea pig,02364673-n,02364673-n,True,1,True,True,True,0.02,0.0657
Cavia cobaya,Cavia,02364673-n,02364377-n,False,-1,False,False,False,0.0227,0.0439
sorrel,sorrel,02389026-n,02389026-n,True,1,True,True,True,0.0219,0.0672
zebra,zebra,02391049-n,02391049-n,True,1,True,True,True,0.0207,0.0699
hog,hog,02395406-n,10179649-n,False,2,False,True,True,0.02,0.058
pig,pig,02395406-n,03934998-n,False,-1,False,False,False,0.0207,0.0511
grunter,grunter,02395406-n,10149436-n,False,-1,False,False,False,0.0216,0.0644
squealer,squabbler,02395406-n,10642499-n,False,-1,False,False,False,0.0224,0.0705
Sus scrofa,scorzonera,02395406-n,07735294-n,False,-1,False,False,False,0.0253,0.0637
wild boar,wild boar,02396427-n,02396427-n,True,1,True,True,True,0.0214,0.0281
boar,boar,02396427-n,02396014-n,False,2,False,True,True,0.0207,0.0134
Sus scrofa,scorzonera,02396427-n,07735294-n,False,-1,False,False,False,0.0181,0.0005
warthog,warthog,02397096-n,02397096-n,True,1,True,True,True,0.0205,0.0114
hippopotamus,hippopotamus,02398521-n,02398521-n,True,1,True,True,True,0.0223,0.0833
hippo,Hippo,02398521-n,08707145-n,False,-1,False,False,False,0.0419,0.0467
river horse,river boat,02398521-n,04095210-n,False,-1,False,False,False,0.0421,0.0593
Hippopotamus amphibius,hippopotamus,02398521-n,02398521-n,True,1,True,True,True,0.0212,0.0124
ox,ox,02403003-n,02402175-n,False,2,False,True,True,0.0218,0.0716
water buffalo,water buffalo,02408429-n,02408429-n,True,1,True,True,True,0.0203,0.0682
water ox,ox,02408429-n,02402175-n,False,-1,False,False,False,0.0209,0.052
Asiatic buffalo,Indian buffalo,02408429-n,02408660-n,False,2,False,True,True,0.02,0.0276
Bubalus bubalis,Bubalus,02408429-n,02408217-n,False,-1,False,False,False,0.0218,0.0616
bison,bison,02410509-n,02410509-n,True,1,True,True,True,0.0201,0.05
ram,ram,02412080-n,04050410-n,False,4,False,False,True,0.0195,0.0677
tup,Tursiops,02412080-n,02069569-n,False,-1,False,False,False,0.021,0.0472
bighorn,Bighorn,02415577-n,09220046-n,False,4,False,False,True,0.0203,0.0734
bighorn sheep,bighorn,02415577-n,02415577-n,True,1,True,True,True,0.0245,0.0006
cimarron,Cimarron,02415577-n,09244972-n,False,-1,False,False,False,0.0217,0.0304
Rocky Mountain bighorn,Bighorn,02415577-n,09220046-n,False,3,False,True,True,0.0207,0.0165
Rocky Mountain sheep,mountain sheep,02415577-n,02415435-n,False,-1,False,False,False,0.0205,0.0123
Ovis canadensis,canistel,02415577-n,07755262-n,False,-1,False,False,False,0.0217,0.0845
ibex,ibex,02417914-n,02417914-n,True,1,True,True,True,0.043,0.0521
Capra ibex,ibex,02417914-n,02417914-n,True,1,True,True,True,0.0201,0.0225
hartebeest,hartebeest,02422106-n,02422106-n,True,1,True,True,True,0.0211,0.0668
impala,impala,02422699-n,02422699-n,True,1,True,True,True,0.0197,0.068
Aepyceros melampus,Aepyceros,02422699-n,02422561-n,False,-1,False,False,False,0.02,0.0496
gazelle,gazelle,02423022-n,02423022-n,True,1,True,True,True,0.0214,0.0145
Arabian camel,Arabian camel,02437312-n,02437312-n,True,1,True,True,True,0.0211,0.0684
dromedary,Drimys,02437312-n,11739809-n,False,-1,False,False,False,0.0224,0.0684
Camelus dromedarius,genus Camellia,02437312-n,12929237-n,False,-1,False,False,False,0.0227,0.0412
llama,llama,02437616-n,02437616-n,True,1,True,True,True,0.0194,0.054
weasel,weasel,02441942-n,10771990-n,False,2,False,True,True,0.021,0.0669
mink,mink,02442845-n,14765497-n,False,2,False,True,True,0.0213,0.0675
polecat,polecat,02443114-n,02443114-n,True,1,True,True,True,0.0197,0.0604
fitch,indictment,02443114-n,07235335-n,False,-1,False,False,False,0.0199,0.0601
foulmart,foul ball,02443114-n,00128091-n,False,-1,False,False,False,0.0203,0.0619
foumart,Fauve,02443114-n,10082423-n,False,-1,False,False,False,0.0215,0.0676
Mustela putorius,Mustela,02443114-n,02441723-n,False,-1,False,False,False,0.0211,0.0639
black-footed ferret,black-footed ferret,02443484-n,02443484-n,True,1,True,True,True,0.0208,0.0646
ferret,ferret,02443484-n,02443346-n,False,2,False,True,True,0.0307,0.0013
Mustela nigripes,Mustela,02443484-n,02441723-n,False,-1,False,False,False,0.0254,0.0771
otter,otter,02444819-n,02444819-n,True,1,True,True,True,0.0435,0.0139
skunk,skunk,02445715-n,02445715-n,True,1,True,True,True,0.0231,0.0805
polecat,polecat,02445715-n,02443114-n,False,-1,False,False,False,0.0119,0.0004
wood pussy,wood,02445715-n,15098161-n,False,-1,False,False,False,0.0213,0.0589
badger,badger,02447366-n,02447366-n,True,1,True,True,True,0.0206,0.0818
armadillo,armadillo,02454379-n,02454379-n,True,1,True,True,True,0.0245,0.0626
three-toed sloth,three-toed sloth,02457408-n,02457408-n,True,1,True,True,True,0.0207,0.049
ai,artificial intelligence,02457408-n,06133203-n,False,-1,False,False,False,0.0198,0.0664
Bradypus tridactylus,Bradypus,02457408-n,02457249-n,False,-1,False,False,False,0.021,0.0626
orangutan,orangutan,02480495-n,02480495-n,True,1,True,True,True,0.0195,0.0398
orang,orangutan,02480495-n,02480495-n,True,1,True,True,True,0.0214,0.0263
orangutang,orangutan,02480495-n,02480495-n,True,1,True,True,True,0.0228,0.0133
Pongo pygmaeus,Pongo,02480495-n,02480346-n,False,-1,False,False,False,0.021,0.0357
gorilla,gorilla,02480855-n,02480855-n,True,1,True,True,True,0.0196,0.0605
Gorilla gorilla,gorilla,02480855-n,02480855-n,True,1,True,True,True,0.0199,0.0007
chimpanzee,chimpanzee,02481823-n,02481823-n,True,1,True,True,True,0.0195,0.0735
chimp,chichi,02481823-n,09916109-n,False,-1,False,False,False,0.0203,0.0554
Pan troglodytes,Pan,02481823-n,09568241-n,False,-1,False,False,False,0.0214,0.0659
gibbon,gibbon,02483362-n,02483362-n,True,1,True,True,True,0.02,0.0377
Hylobates lar,Hylobates,02483362-n,02483224-n,False,-1,False,False,False,0.0198,0.0698
siamang,siamang,02483708-n,02483708-n,True,1,True,True,True,0.021,0.0353
Hylobates syndactylus,Hylobates,02483708-n,02483224-n,False,-1,False,False,False,0.0212,0.0425
Symphalangus syndactylus,Symphalangus,02483708-n,02483564-n,False,-1,False,False,False,0.023,0.0644
guenon,guenon,02484975-n,02484975-n,True,1,True,True,True,0.034,0.1018
guenon monkey,guenon,02484975-n,02484975-n,True,1,True,True,True,0.0457,0.0304
patas,patina,02486261-n,03899612-n,False,3,False,True,True,0.0342,0.061
hussar monkey,hussar,02486261-n,10194341-n,False,-1,False,False,False,0.0198,0.0421
Erythrocebus patas,Erythrocebus,02486261-n,02486138-n,False,-1,False,False,False,0.0205,0.0453
baboon,baboon,02486410-n,02486410-n,True,1,True,True,True,0.0203,0.0461
macaque,macaque,02487347-n,02487347-n,True,1,True,True,True,0.0196,0.0394
langur,langur,02488291-n,02488291-n,True,1,True,True,True,0.0217,0.0385
colobus,colobus,02488702-n,02488702-n,True,1,True,True,True,0.0217,0.0642
colobus monkey,colobus,02488702-n,02488702-n,True,1,True,True,True,0.0209,0.0005
proboscis monkey,proboscis monkey,02489166-n,02489166-n,True,1,True,True,True,0.0222,0.0545
Nasalis larvatus,Nasalis,02489166-n,02489060-n,False,-1,False,False,False,0.0214,0.0528
marmoset,true marmoset,02490219-n,02490597-n,False,2,False,True,True,0.0209,0.0399
capuchin,capuchin,02492035-n,02958264-n,False,2,False,True,True,0.0198,0.0493
ringtail,ringtail,02492035-n,01614690-n,False,-1,False,False,False,0.0222,0.0698
Cebus capucinus,Cebus,02492035-n,02491906-n,False,-1,False,False,False,0.0222,0.0531
howler monkey,howler monkey,02492660-n,02492660-n,True,1,True,True,True,0.0228,0.0521
howler,howler,02492660-n,00076323-n,False,-1,False,False,False,0.0279,0.0398
titi,titi,02493509-n,12751172-n,False,2,False,True,True,0.0333,0.089
titi monkey,titi,02493509-n,02493509-n,True,1,True,True,True,0.0435,0.0375
spider monkey,spider monkey,02493793-n,02493793-n,True,1,True,True,True,0.0446,0.0252
Ateles geoffroyi,Geoffroea,02493793-n,12531144-n,False,-1,False,False,False,0.0232,0.0514
squirrel monkey,squirrel monkey,02494079-n,02494079-n,True,1,True,True,True,0.0215,0.0126
Saimiri sciureus,Saimiri,02494079-n,02493974-n,False,-1,False,False,False,0.0218,0.0582
Madagascar cat,Madagascar cat,02497673-n,02497673-n,True,1,True,True,True,0.0202,0.058
ring-tailed lemur,lemur,02497673-n,02496913-n,False,-1,False,False,False,0.0208,0.0696
Lemur catta,Madagascar cat,02497673-n,02497673-n,True,1,True,True,True,0.0211,0.0005
indri,genus Indri,02500267-n,02500144-n,False,-1,False,False,False,0.0212,0.0631
indris,woolly indris,02500267-n,02500596-n,False,-1,False,False,False,0.0204,0.0268
Indri indri,genus Indri,02500267-n,02500144-n,False,-1,False,False,False,0.0216,0.0109
Indri brevicaudatus,indaba,02500267-n,08321807-n,False,-1,False,False,False,0.0214,0.0137
Indian elephant,Indian elephant,02504013-n,02504013-n,True,1,True,True,True,0.0205,0.0652
Elephas maximus,Jupiter Optimus Maximus,02504013-n,09574544-n,False,-1,False,False,False,0.022,0.0603
African elephant,African elephant,02504458-n,02504458-n,True,1,True,True,True,0.0197,0.0151
Loxodonta africana,Loxodonta,02504458-n,02504323-n,False,-1,False,False,False,0.0219,0.0644
lesser panda,lesser panda,02509815-n,02509815-n,True,1,True,True,True,0.0216,0.0711
red panda,lesser panda,02509815-n,02509815-n,True,1,True,True,True,0.0199,0.0137
panda,panda car,02509815-n,03881534-n,False,3,False,True,True,0.0253,0.018
bear cat,bear,02509815-n,02131653-n,False,-1,False,False,False,0.0227,0.0138
cat bear,bear,02509815-n,02131653-n,False,-1,False,False,False,0.0222,0.0005
Ailurus fulgens,Ailurus,02509815-n,02509694-n,False,-1,False,False,False,0.0224,0.0392
giant panda,giant panda,02510455-n,02510455-n,True,1,True,True,True,0.0228,0.0144
panda,panda car,02510455-n,03881534-n,False,2,False,True,True,0.0116,0.0006
panda bear,giant panda,02510455-n,02510455-n,True,1,True,True,True,0.02,0.0501
coon bear,coon,02510455-n,09613559-n,False,-1,False,False,False,0.0234,0.0264
Ailuropoda melanoleuca,Ailuropoda,02510455-n,02510240-n,False,-1,False,False,False,0.0213,0.0506
barracouta,barracouta,02514041-n,02514041-n,True,1,True,True,True,0.0209,0.0756
snoek,snook,02514041-n,02560110-n,False,-1,False,False,False,0.0213,0.0658
eel,eel,02526121-n,07783967-n,False,2,False,True,True,0.0211,0.0697
coho,coho,02536864-n,02536864-n,True,1,True,True,True,0.0334,0.0378
cohoe,Coropuna,02536864-n,09257280-n,False,-1,False,False,False,0.0237,0.0391
coho salmon,coho,02536864-n,02536864-n,True,1,True,True,True,0.0205,0.0554
blue jack,blue,02536864-n,08480847-n,False,-1,False,False,False,0.0211,0.0487
silver salmon,silver salmon,02536864-n,07796468-n,False,-1,False,False,False,0.0219,0.0274
Oncorhynchus kisutch,Oncorhynchus,02536864-n,02535909-n,False,-1,False,False,False,0.0223,0.0561
rock beauty,rock beauty,02606052-n,02606052-n,True,1,True,True,True,0.0201,0.0664
Holocanthus tricolor,hortensia,02606052-n,12788854-n,False,-1,False,False,False,0.0218,0.0606
anemone fish,anemone fish,02607072-n,02607072-n,True,1,True,True,True,0.0229,0.001
sturgeon,sturgeon,02640242-n,02640242-n,True,1,True,True,True,0.0215,0.0514
gar,gar,02641379-n,02641379-n,True,1,True,True,True,0.02,0.0696
garfish,gadfly,02641379-n,02193009-n,False,-1,False,False,False,0.0223,0.0629
garpike,gamine,02641379-n,10119609-n,False,-1,False,False,False,0.0215,0.0607
billfish,billfish,02641379-n,02630739-n,False,-1,False,False,False,0.021,0.0415
Lepisosteus osseus,Lepisosteidae,02641379-n,02641063-n,False,-1,False,False,False,0.0212,0.0535
lionfish,lionfish,02643566-n,02643566-n,True,1,True,True,True,0.0205,0.0242
puffer,puffer,02655020-n,02655020-n,True,1,True,True,True,0.0207,0.0382
pufferfish,puffer,02655020-n,02655020-n,True,1,True,True,True,0.0198,0.0301
blowfish,blowfish,02655020-n,07781972-n,False,-1,False,False,False,0.0209,0.0539
globefish,jewfish,02655020-n,02570164-n,False,-1,False,False,False,0.0216,0.051
abacus,abacus,02666196-n,02666196-n,True,1,True,True,True,0.0208,0.0625
abaya,abaya,02667093-n,02667093-n,True,1,True,True,True,0.0217,0.0374
academic gown,academic gown,02669723-n,02669723-n,True,1,True,True,True,0.0222,0.0582
academic robe,academic gown,02669723-n,02669723-n,True,1,True,True,True,0.0199,0.0373
judge's robe,robe,02669723-n,04097866-n,False,-1,False,False,False,0.0209,0.0544
accordion,accordion,02672831-n,02672831-n,True,1,True,True,True,0.0204,0.073
piano accordion,accordion,02672831-n,02672831-n,True,1,True,True,True,0.0211,0.0356
squeeze box,squeeze,02672831-n,00226319-n,False,-1,False,False,False,0.0204,0.059
acoustic guitar,acoustic guitar,02676566-n,02676566-n,True,1,True,True,True,0.0204,0.0668
aircraft carrier,aircraft carrier,02687172-n,02687172-n,True,1,True,True,True,0.0201,0.0625
carrier,carrier,02687172-n,08057633-n,False,-1,False,False,False,0.021,0.0329
flattop,flat,02687172-n,09281411-n,False,-1,False,False,False,0.0216,0.0558
attack aircraft carrier,aircraft carrier,02687172-n,02687172-n,True,1,True,True,True,0.0206,0.0163
airliner,airliner,02690373-n,02690373-n,True,1,True,True,True,0.022,0.0651
airship,airship,02692877-n,02692877-n,True,1,True,True,True,0.033,0.0739
dirigible,diriment impediment,02692877-n,05689909-n,False,-1,False,False,False,0.0425,0.0805
altar,altar,02699494-n,02699494-n,True,1,True,True,True,0.0439,0.0828
ambulance,ambulance,02701002-n,02701002-n,True,1,True,True,True,0.035,0.0735
amphibian,amphibian,02704792-n,02704792-n,True,1,True,True,True,0.0263,0.0698
amphibious vehicle,amphibious operation,02704792-n,00981180-n,False,-1,False,False,False,0.0202,0.0674
analog clock,analog clock,02708093-n,02708093-n,True,1,True,True,True,0.0208,0.0661
apiary,apiary,02727426-n,02727426-n,True,1,True,True,True,0.0227,0.0578
bee house,bee,02727426-n,07975909-n,False,-1,False,False,False,0.021,0.0414
apron,apron,02730930-n,02730930-n,True,1,True,True,True,0.0236,0.0673
ashcan,ashcan,02747177-n,02747177-n,True,1,True,True,True,0.0216,0.0689
trash can,garbage,02747177-n,03416900-n,False,-1,False,False,False,0.0246,0.0641
garbage can,garbage,02747177-n,03416900-n,False,-1,False,False,False,0.0214,0.0255
wastebin,litterbin,02747177-n,03678558-n,False,-1,False,False,False,0.0203,0.0581
ash bin,ashcan,02747177-n,02747177-n,True,1,True,True,True,0.0215,0.0278
ash-bin,ashcan,02747177-n,02747177-n,True,1,True,True,True,0.021,0.0122
ashbin,Ashurbanipal,02747177-n,10826033-n,False,-1,False,False,False,0.0212,0.027
dustbin,dust bag,02747177-n,03258192-n,False,-1,False,False,False,0.0206,0.0653
trash barrel,barrel,02747177-n,13901211-n,False,-1,False,False,False,0.0203,0.059
trash bin,recycling bin,02747177-n,04065789-n,False,-1,False,False,False,0.0217,0.0825
assault rifle,assault rifle,02749479-n,02749479-n,True,1,True,True,True,0.0437,0.0658
assault gun,assault rifle,02749479-n,02749479-n,True,1,True,True,True,0.0207,0.036
backpack,backpack,02769748-n,02769748-n,True,1,True,True,True,0.0215,0.0583
back pack,pack,02769748-n,03870672-n,False,3,False,True,True,0.0196,0.0369
knapsack,ransacking,02769748-n,00946806-n,False,-1,False,False,False,0.0203,0.0617
packsack,gripsack,02769748-n,03460455-n,False,-1,False,False,False,0.0194,0.0449
rucksack,ruck,02769748-n,08183046-n,False,-1,False,False,False,0.0195,0.0602
haversack,hassock,02769748-n,03497531-n,False,-1,False,False,False,0.0207,0.0497
bakery,bakery,02776631-n,02776631-n,True,1,True,True,True,0.02,0.0624
bakeshop,baking,02776631-n,00715843-n,False,-1,False,False,False,0.0206,0.0367
bakehouse,baker,02776631-n,09833651-n,False,-1,False,False,False,0.0192,0.0106
balance beam,beam balance,02777292-n,02816494-n,False,2,False,True,True,0.0205,0.0643
beam,beam,02777292-n,11428023-n,False,-1,False,False,False,0.0245,0.0919
balloon,balloon,02782093-n,02782093-n,True,1,True,True,True,0.0263,0.074
ballpoint,ballpoint,02783161-n,02783161-n,True,1,True,True,True,0.0206,0.0665
ballpoint pen,ballpoint,02783161-n,02783161-n,True,1,True,True,True,0.0214,0.0534
ballpen,bullpen,02783161-n,02917964-n,False,3,False,True,True,0.0208,0.0506
Biro,torero,02783161-n,09836976-n,False,-1,False,False,False,0.028,0.0582
Band Aid,Band Aid,02786058-n,02786058-n,True,1,True,True,True,0.0194,0.069
banjo,banjo,02787622-n,02787622-n,True,1,True,True,True,0.0228,0.0701
bannister,bannister,02788148-n,02788148-n,True,1,True,True,True,0.0202,0.0697
banister,bannister,02788148-n,02788148-n,True,1,True,True,True,0.0451,0.0656
balustrade,baluster,02788148-n,02783994-n,False,-1,False,False,False,0.0443,0.0564
balusters,baluster,02788148-n,02783994-n,False,-1,False,False,False,0.0206,0.0257
handrail,railing,02788148-n,04047401-n,False,-1,False,False,False,0.0231,0.0644
barbell,barbell,02790996-n,02790996-n,True,1,True,True,True,0.0219,0.072
barber chair,barber chair,02791124-n,02791124-n,True,1,True,True,True,0.022,0.0629
barbershop,barbershop,02791270-n,02791270-n,True,1,True,True,True,0.0208,0.025
barn,barn,02793495-n,02793495-n,True,1,True,True,True,0.0208,0.0624
barometer,barometer,02794156-n,02794156-n,True,1,True,True,True,0.0215,0.0613
barrel,barrel,02795169-n,13764764-n,False,2,False,True,True,0.0212,0.0267
cask,cask,02795169-n,13766547-n,False,-1,False,False,False,0.0212,0.0564
barrow,barrow,02797295-n,13764897-n,False,2,False,True,True,0.0197,0.0664
garden cart,cart,02797295-n,02970849-n,False,-1,False,False,False,0.021,0.0698
lawn cart,cart,02797295-n,02970849-n,False,-1,False,False,False,0.0212,0.0139
wheelbarrow,handbarrow,02797295-n,03483086-n,False,-1,False,False,False,0.0212,0.064
baseball,baseball,02799071-n,00471613-n,False,2,False,True,True,0.0205,0.0637
basketball,basketball,02802426-n,00480993-n,False,3,False,True,True,0.0205,0.0649
bassinet,bassinet,02804414-n,02804414-n,True,1,True,True,True,0.0203,0.0519
bassoon,bassoonist,02804610-n,09842716-n,False,2,False,True,True,0.0208,0.052
bathing cap,bathing cap,02807133-n,02807133-n,True,1,True,True,True,0.021,0.0645
swimming cap,bathing cap,02807133-n,02807133-n,True,1,True,True,True,0.0224,0.0279
bath towel,bath towel,02808304-n,02808304-n,True,1,True,True,True,0.0227,0.0688
bathtub,bathtub,02808440-n,02808440-n,True,1,True,True,True,0.0208,0.0697
bathing tub,bathtub,02808440-n,02808440-n,True,1,True,True,True,0.0207,0.015
bath,bath,02808440-n,02806530-n,False,-1,False,False,False,0.0205,0.0266
tub,tub,02808440-n,13770926-n,False,3,False,True,True,0.0208,0.0005
beach wagon,beach wagon,02814533-n,02814533-n,True,1,True,True,True,0.0198,0.0702
station wagon,wagon,02814533-n,04543158-n,False,-1,False,False,False,0.0213,0.0271
wagon,wagon,02814533-n,04543158-n,False,-1,False,False,False,0.0214,0.0244
estate car,estate,02814533-n,13250930-n,False,-1,False,False,False,0.0204,0.0711
beach waggon,beach,02814533-n,09217230-n,False,-1,False,False,False,0.0215,0.0592
station waggon,radio station,02814533-n,04044119-n,False,-1,False,False,False,0.0209,0.0628
waggon,waggery,02814533-n,06781281-n,False,-1,False,False,False,0.0218,0.0445
beacon,beacon,02814860-n,02814860-n,True,1,True,True,True,0.0211,0.0794
lighthouse,beacon,02814860-n,02814860-n,True,1,True,True,True,0.0245,0.0239
beacon light,beacon,02814860-n,02814860-n,True,1,True,True,True,0.022,0.0147
pharos,Pharomacrus,02814860-n,01844414-n,False,-1,False,False,False,0.0207,0.0346
beaker,beaker,02815834-n,02815749-n,False,2,False,True,True,0.02,0.063
bearskin,bearskin,02817516-n,14764518-n,False,2,False,True,True,0.0195,0.0506
busby,busman,02817516-n,09883362-n,False,-1,False,False,False,0.0225,0.0625
shako,shag,02817516-n,04183076-n,False,-1,False,False,False,0.0208,0.0712
beer bottle,beer bottle,02823428-n,02823428-n,True,1,True,True,True,0.0423,0.0643
beer glass,beer glass,02823750-n,02823750-n,True,1,True,True,True,0.0209,0.0478
bell cote,bell cote,02825657-n,02825657-n,True,1,True,True,True,0.0218,0.0598
bell cot,bell tent,02825657-n,02826812-n,False,2,False,True,True,0.02,0.0385
bib,bib,02834397-n,02834397-n,True,1,True,True,True,0.0215,0.0498
bicycle-built-for-two,bicycle-built-for-two,02835271-n,02835271-n,True,1,True,True,True,0.0205,0.0656
tandem bicycle,tandem,02835271-n,05083567-n,False,3,False,True,True,0.0203,0.0351
tandem,tandem,02835271-n,05083567-n,False,-1,False,False,False,0.0222,0.0198
bikini,Bikini,02837789-n,08839296-n,False,2,False,True,True,0.02,0.0506
two-piece,two-piece,02837789-n,04504141-n,False,-1,False,False,False,0.021,0.0601
binder,binder,02840245-n,02840134-n,False,3,False,True,True,0.0198,0.061
ring-binder,binder,02840245-n,02840134-n,False,4,False,False,True,0.0202,0.0123
binoculars,binoculars,02841315-n,02841315-n,True,1,True,True,True,0.0199,0.0637
field glasses,field glass,02841315-n,03333129-n,False,-1,False,False,False,0.0204,0.05
opera glasses,Opera,02841315-n,06571938-n,False,-1,False,False,False,0.0197,0.0443
birdhouse,birdhouse,02843684-n,02843684-n,True,1,True,True,True,0.0204,0.0523
boathouse,boathouse,02859443-n,02859443-n,True,1,True,True,True,0.0222,0.0664
bobsled,bobsled,02860847-n,02860847-n,True,1,True,True,True,0.0205,0.0508
bobsleigh,bobsled,02860847-n,02860847-n,True,1,True,True,True,0.0206,0.0006
bob,bob,02860847-n,05259109-n,False,-1,False,False,False,0.0197,0.026
bolo tie,bolo tie,02865351-n,02865351-n,True,1,True,True,True,0.0242,0.0624
bolo,bolo,02865351-n,02864987-n,False,3,False,True,True,0.021,0.0151
bola tie,bola,02865351-n,02864342-n,False,2,False,True,True,0.0228,0.0007
bola,bola,02865351-n,02864342-n,False,-1,False,False,False,0.023,0.0132
bonnet,bonnet,02869837-n,02869837-n,True,1,True,True,True,0.021,0.0556
poke bonnet,bonnet,02869837-n,02869837-n,True,1,True,True,True,0.0222,0.0277
bookcase,bookcase,02870880-n,02870880-n,True,1,True,True,True,0.0215,0.0667
bookshop,bookshop,02871525-n,02871525-n,True,1,True,True,True,0.0201,0.0594
bookstore,textbook,02871525-n,06414372-n,False,2,False,True,True,0.0212,0.0246
bookstall,bookclub,02871525-n,08228538-n,False,2,False,True,True,0.0219,0.0293
bottlecap,bottlecap,02877765-n,02877765-n,True,1,True,True,True,0.0224,0.0249
bow,bow,02879718-n,02880189-n,False,-1,False,False,False,0.0199,0.0679
bow tie,bow,02883205-n,02880189-n,False,2,False,True,True,0.0215,0.0433
bow-tie,bow,02883205-n,02880189-n,False,2,False,True,True,0.0213,0.0006
bowtie,bow,02883205-n,07229341-n,False,-1,False,False,False,0.0233,0.0367
brass,brass,02892201-n,14716997-n,False,5,False,False,True,0.0198,0.0591
memorial tablet,tablet,02892201-n,04381302-n,False,-1,False,False,False,0.0202,0.0592
plaque,plaque,02892201-n,05244239-n,False,-1,False,False,False,0.0206,0.0677
brassiere,brassiere,02892767-n,02892767-n,True,1,True,True,True,0.0199,0.0405
bra,bract,02892767-n,13154841-n,False,-1,False,False,False,0.0219,0.0574
bandeau,Cocteau,02892767-n,10904107-n,False,-1,False,False,False,0.0211,0.048
breakwater,breakwater,02894605-n,02894605-n,True,1,True,True,True,0.0205,0.0585
groin,groin,02894605-n,05597734-n,False,-1,False,False,False,0.0216,0.0604
groyne,Grenoble,02894605-n,08936180-n,False,-1,False,False,False,0.0204,0.0454
mole,mole,02894605-n,04693804-n,False,-1,False,False,False,0.0202,0.0624
bulwark,bulwark,02894605-n,02918330-n,False,-1,False,False,False,0.0196,0.0623
seawall,seafront,02894605-n,08633851-n,False,-1,False,False,False,0.0197,0.0636
jetty,wherry,02894605-n,04577293-n,False,-1,False,False,False,0.021,0.0564
breastplate,breastplate,02895154-n,02895154-n,True,1,True,True,True,0.0206,0.0519
aegis,Aegina,02895154-n,08782847-n,False,-1,False,False,False,0.0198,0.0604
egis,egress,02895154-n,07322138-n,False,-1,False,False,False,0.0261,0.0931
broom,broom,02906734-n,02906734-n,True,1,True,True,True,0.0196,0.0617
bucket,bucket,02909870-n,13765749-n,False,2,False,True,True,0.0205,0.0577
pail,pail,02909870-n,13768537-n,False,-1,False,False,False,0.021,0.0646
buckle,buckle,02910353-n,02910353-n,True,1,True,True,True,0.0209,0.064
bulletproof vest,bulletproof vest,02916936-n,02916936-n,True,1,True,True,True,0.0212,0.0577
bullet train,bullet train,02917067-n,02917067-n,True,1,True,True,True,0.0208,0.0602
bullet,bullet,02917067-n,02916350-n,False,-1,False,False,False,0.0219,0.0339
butcher shop,butcher shop,02927161-n,02927161-n,True,1,True,True,True,0.0207,0.0623
meat market,butcher shop,02927161-n,02927161-n,True,1,True,True,True,0.0212,0.0519
cab,cab,02930766-n,02931013-n,False,2,False,True,True,0.0208,0.0651
hack,hack,02930766-n,02382204-n,False,-1,False,False,False,0.0201,0.0574
